chr2	35956400	35962600	Lhx6	-
chr2	38191200	38215800	Lhx2	+
chr2	38563600	38569200	Nr5a1	-
chr2	56953400	56957800	Nr4a2	-
chr2	56960800	56970600	Nr4a2	-
chr2	61641600	61655200	Tbr1	+
chr2	70309000	70316800	Sp5	+
chr2	70396800	70407800	Gad1	+
chr2	71364000	71386600	Dlx1	+
chr2	71364000	71386600	Dlx1as	-
chr2	71364000	71386600	Dlx2	-
chr2	73106000	73120400	Sp9	+
chr2	74486600	74553800	Evx2	-
chr2	74486600	74553800	Hoxd13	+
chr2	74486600	74553800	Hoxd12	+
chr2	74486600	74553800	Hoxd11	+
chr2	74486600	74553800	Hoxd10	+
chr2	74486600	74553800	Hoxd9	+
chr2	74486600	74553800	Hoxd8	+
chr2	74486600	74553800	Hoxd3	+
chr2	74562800	74580000	Mir10b	+
chr2	74582800	74592600	Hoxd1	+
chr2	84710800	84714000	Rtn4rl2	-
chr2	84722800	84730400	Rtn4rl2	-
chr2	93481000	93489200	Alx4	+
chr2	93794400	93798800	Gm13889	-
chr2	94079800	94086400	Mir129-2	-
chr2	103808800	103812800	Lmo2	+
chr2	103808800	103812800	Lmo2	+
chr2	104961800	104975800	AI314831	-
chr2	104961800	104975800	Wt1	+
chr2	105499400	105531400	Pax6os1	-
chr2	105499400	105531400	Pax6	+
chr2	113596800	113600000	Grem1	-
chr2	115885200	115903200	Meis2	-
chr2	115885200	115903200	Meis2	-
chr2	115885200	115903200	2810405F15Rik	-
chr2	118525400	118538800	Gm1337	-
chr2	118569800	118576200	5430417L22Rik	+
chr2	118720200	118730800	Bahd1	+
chr2	119146800	119154800	Dll4	+
chr2	119146800	119154800	Gm14207	-
chr2	119582800	119586200	Ltk	-
chr2	119582800	119586200	Ltk	-
chr2	127187800	127191000	Adra2b	+
chr2	130879000	130882400	Adam33	-
chr2	131385800	131390000	Adra1d	-
chr2	133377000	133381600	Bmp2	+
chr2	144155600	144159800	Ovol2	-
chr2	144155600	144159800	Ovol2	-
chr2	146043000	146050800	Insm1	+
chr2	146908400	146913200	Nkx2-4	-
chr2	147003600	147022400	Nkx2-2as	+
chr2	147003600	147022400	Nkx2-2	-
chr2	147185800	147197000	Pax1	+
chr2	147861800	147876000	Foxa2	-
chr2	151872400	151876600	Scrt2	+
chr2	153267800	153273000	8430427H17Rik	-
chr2	153351600	153357600	8430427H17Rik	-
chr2	158434600	158443000	Slc32a1	+
chr2	160185200	160197600	Mafb	-
chr2	162484400	162488800	Ptprt	-
chr2	162484400	162488800	9430021M05Rik	+
chr2	163027800	163031800	Tox2	+
chr2	165057800	165062600	Cdh22	-
chr2	170319800	170324200	Pfdn4	+
chr2	170319800	170324200	Cyp24a1	-
chr2	172369600	172378600	Tcfap2c	+
chr2	172369600	172378600	Tcfap2c	+
chr2	172760600	172768200	Bmp7	-
chr2	174123000	174127000	Gnas	+
chr2	174151800	174157200	Gnas	+
chr2	174151800	174157200	Gnas	+
chr2	174151800	174157200	Gnas	+
chr2	180067800	180070600	Gata5	-
chr2	180509400	180513000	Bhlhe23	-
chr2	180624600	180630200	Mir124a-3	+
chr2	181404400	181407400	Sox18	-
chr3	9248600	9253600	Zbtb10	+
chr3	17684600	17691600	2610100L16Rik	+
chr3	17951600	17957200	Bhlhe22	+
chr3	27269000	27272600	Ghsr	+
chr3	30404000	30416400	Mecom	-
chr3	38783200	38788200	Fat4	+
chr3	45179200	45187400	Pcdh10	+
chr3	51904600	51910000	Maml3	-
chr3	55583400	55592200	Mab21l1	+
chr3	58494200	58497600	Siah2	-
chr3	66780200	66791000	Shox2	-
chr3	66780200	66791000	Rsrc1	+
chr3	82930400	82934600	Plrg1	+
chr3	84282000	84286000	Fhdc1	-
chr3	87774000	87779400	Nes	+
chr3	87800000	87807600	Bcan	-
chr3	87825600	87829200	Hapln2	-
chr3	88001600	88007000	Mir9-1	+
chr3	88016800	88025000	Mir9-1	+
chr3	89122600	89127800	Efna3	-
chr3	90268000	90271000	Npr1	-
chr3	93246000	93253600	Tchh	+
chr3	99038200	99048000	Tbx15	+
chr3	99050400	99066600	Tbx15	+
chr3	101813800	101818200	Nhlh2	+
chr3	104762800	104766800	Wnt2b	-
chr3	105253200	105257200	Kcnd3	+
chr3	106903200	106906400	Kcna2	+
chr3	107260200	107264400	Kcnc4	-
chr3	107384000	107388600	Alx3	+
chr3	107396400	107402600	Alx3	+
chr3	115953400	115957000	Gpr88	-
chr3	127327800	127344800	Neurog2	+
chr3	128897200	128913400	Pitx2	+
chr3	128897200	128913400	Pitx2	+
chr3	128915200	128931400	Pitx2	+
chr3	141127200	141130000	Unc5c	+
chr3	153989000	153998200	Lhx8	-
chr3	158222800	158226200	Lrrc7	-
chr4	9769400	9776000	Gdf6	+
chr4	9785400	9788200	Gdf6	+
chr4	13669600	13673400	Runx1t1	+
chr4	21601200	21619000	Prdm13	-
chr4	22403200	22428200	Pou3f2	-
chr4	41444000	41447400	AI464131	-
chr4	44713600	44718600	Pax5	-
chr4	44722800	44730600	Pax5	-
chr4	46352000	46362400	Foxe1	+
chr4	48055000	48066200	Nr4a3	+
chr4	82178600	82185800	Nfib	-
chr4	88918000	88931000	Cdkn2a	-
chr4	97441200	97447400	Nfia	+
chr4	99316600	99330600	Foxd3	+
chr4	109646400	109661000	Dmrta2	+
chr4	114077800	114081000	Gm12824	+
chr4	114514200	114518000	Gm12830	+
chr4	114571800	114587600	Foxd2	-
chr4	114571800	114587600	9130206I24Rik	+
chr4	114596000	114600600	Foxe3	-
chr4	114724400	114738000	Tal1	+
chr4	115604800	115618400	Dmbx1	-
chr4	117164200	117170600	Rnf220	-
chr4	119939000	119943200	Foxo6	-
chr4	119954400	119961200	Foxo6	-
chr4	120418000	120423000	Kcnq4	-
chr4	124333000	124339000	Pou3f1	+
chr4	125165600	125170200	Grik3	+
chr4	125973200	125980200	Col8a2	+
chr4	126409000	126414400	Tcfap2e	-
chr4	129659800	129666800	Bai2	+
chr4	131391800	131395200	Ptpru	-
chr4	131474600	131479400	Srsf4	+
chr4	133805400	133809200	Grrp1	-
chr4	134704200	134713000	Runx3	+
chr4	135699200	135705400	Id3	+
chr4	137949800	137953800	Fam43b	-
chr4	138008600	138013600	Camk2n1	+
chr4	138647200	138650400	Nbl1	-
chr4	139373600	139395600	Pax7	-
chr4	139799600	139804400	Igsf21	-
chr4	142938800	142941800	Lrrc38	+
chr4	148177600	148182800	Casz1	+
chr4	151497600	151501800	Espn	-
chr4	152854600	152858400	Ajap1	-
chr4	153512800	153517200	Trp73	-
chr4	153512800	153517200	Wdr8	+
chr4	154006400	154019000	Prdm16	-
chr5	24030200	24035000	Gbx1	-
chr5	24106000	24112200	Smarcd3	-
chr5	28442800	28452200	En2	+
chr5	28483400	28504400	En2	+
chr5	28783400	28796800	9530036O11Rik	+
chr5	28783400	28796800	Shh	-
chr5	29793600	29808800	Mnx1	-
chr5	31393800	31398800	Slc30a3	-
chr5	31437800	31442000	Ucn	-
chr5	33771400	33781800	4933407H18Rik	+
chr5	34063200	34067800	Fgfr3	+
chr5	34063200	34067800	Fgfr3	+
chr5	34063200	34067800	Fgfr3	+
chr5	34337600	34341800	Nat8l	+
chr5	35620200	35625400	Adra2c	+
chr5	35728400	35745600	Hmx1	+
chr5	38207400	38223200	Msx1as	+
chr5	38207400	38223200	Msx1	-
chr5	38549400	38552000	Nsg1	-
chr5	42150200	42160000	Nkx3-2	-
chr5	48373600	48379200	Slit2	+
chr5	52502800	52508000	Dhx15	-
chr5	58104600	58113000	4932441J04Rik	-
chr5	58104600	58113000	Pcdh7	+
chr5	64039800	64042600	3110047P20Rik	+
chr5	64549400	64553400	Tbc1d1	+
chr5	67485400	67494200	Phox2b	-
chr5	67618600	67623600	Tmem33	+
chr5	75462400	75483000	Gsx2	+
chr5	75543000	75554000	Pdgfra	+
chr5	75543000	75554000	Pdgfra	+
chr5	77284600	77288600	C530008M17Rik	+
chr5	98594800	98603000	Prdm8	+
chr5	98607200	98620200	Prdm8	+
chr5	98682000	98686400	Fgf5	+
chr5	102085000	102099000	Nkx6-1	-
chr5	106876600	106901000	Barhl2	-
chr5	108149000	108157200	Gfi1	-
chr5	108793800	108800600	Pde6b	+
chr5	111844600	111851400	Mn1	+
chr5	118475400	118480600	Tesc	+
chr5	118617400	118626000	Hrk	+
chr5	120106000	120126200	Tbx3	+
chr5	120129800	120138400	Tbx3	+
chr5	120246400	120256600	Tbx5	+
chr5	120873400	120891400	Lhx5	+
chr5	126011000	126016200	Tmem132b	+
chr5	131781200	131784800	Wbscr17	-
chr5	136343200	136346200	Hspb1	+
chr5	137041000	137045600	Cux1	-
chr5	137041000	137045600	Cux1	-
chr5	139467400	139474800	Pdgfa	-
chr5	140010800	140035600	Uncx	+
chr5	140382400	140390800	Elfn1	+
chr5	143574200	143586200	Tnrc18	-
chr5	144013600	144018200	Zfp316	-
chr5	147996200	148006000	Gsx1	+
chr5	148080600	148090800	Pdx1	+
chr5	148110800	148129800	Cdx2	-
chr5	148534600	148540000	Flt1	-
chr6	6803800	6834200	Dlx6	+
chr6	6803800	6834200	Dlx6as	-
chr6	6803800	6834200	Dlx6os1	-
chr6	6803800	6834200	Dlx5	-
chr6	8897800	8902400	Nxph1	+
chr6	23194000	23211800	Fezf1	-
chr6	28081600	28087200	Grm8	-
chr6	29475200	29479600	Irf5	+
chr6	30907000	30911400	Klf14	-
chr6	31509400	31516400	Podxl	-
chr6	32535800	32539600	Plxna4	-
chr6	39820200	39824800	Mrps33	-
chr6	48386600	48397800	Zfp467	-
chr6	48386600	48397800	Zfp467	-
chr6	52106200	52132200	Hoxa1	-
chr6	52106200	52132200	Hoxa2	-
chr6	52139000	52221600	Hoxa4	-
chr6	52139000	52221600	2700086A05Rik	+
chr6	52139000	52221600	Hoxa5	-
chr6	52139000	52221600	Hoxa6	-
chr6	52139000	52221600	Hoxa3	-
chr6	52139000	52221600	Hoxa7	-
chr6	52139000	52221600	Hoxa9	-
chr6	52139000	52221600	Mir196b	-
chr6	52139000	52221600	Hoxa10	-
chr6	52139000	52221600	Hoxa10	-
chr6	52139000	52221600	Hoxa11as	+
chr6	52139000	52221600	Hoxa11	-
chr6	52139000	52221600	Hoxa13	-
chr6	52222800	52227000	Hoxa13	-
chr6	52259000	52273800	Evx1	+
chr6	53235600	53240400	9430076C15Rik	+
chr6	53767000	53772600	1200009O22Rik	-
chr6	64676600	64686200	Atoh1	+
chr6	72183400	72186800	Atoh8	-
chr6	83017200	83023600	Tlx2	-
chr6	83642200	83668400	Vax2os1	-
chr6	83642200	83668400	Vax2	+
chr6	83642200	83668400	Vax2os2	-
chr6	84531400	84541200	Cyp26b1	-
chr6	85134000	85145000	Emx1	+
chr6	85460200	85465200	Egr4	-
chr6	87679600	87684200	Ccdc48	+
chr6	88139000	88156000	Gata2	+
chr6	91359000	91362600	Wnt7a	-
chr6	99469400	99474200	Eif4e3	-
chr6	99641000	99644800	Gpr27	+
chr6	115942400	115946400	Plxnd1	-
chr6	119055800	119060200	Cacna1c	-
chr6	126112200	126117800	Ntf3	-
chr6	126112200	126117800	Ntf3	-
chr6	126592000	126597400	Kcna1	-
chr6	127097600	127107000	Ccnd2	-
chr6	127716400	127721200	Prmt8	-
chr6	145810400	145816400	Bhlhe41	-
chr7	20107800	20110800	Nkpd1	+
chr7	25727800	25735800	Rabac1	-
chr7	25962000	25968000	Dedd2	-
chr7	35595200	35599200	Chst8	-
chr7	35901400	35907400	Cebpa	+
chr7	37475400	37485400	Tshz3	+
chr7	38553000	38559800	Zfp536	-
chr7	48152800	48159200	Vstm2b	+
chr7	51590200	51594200	Shank1	+
chr7	51606000	51610600	1700008O03Rik	-
chr7	56887000	56896800	Dbx1	-
chr7	57229600	57233000	Nell1	+
chr7	70899600	70905000	Klf13	-
chr7	77424000	77434800	Nr2f2	-
chr7	77469600	77516600	Nr2f2	-
chr7	77469600	77516600	Nr2f2	-
chr7	81156400	81160200	St8sia2	-
chr7	85720600	85725600	Ntrk3	-
chr7	86640400	86663400	Mir9-3	+
chr7	86675600	86692600	Mir9-3	+
chr7	88356600	88360400	Pde8a	+
chr7	89483200	89485800	Adamtsl3	+
chr7	105982000	105989400	Wnt11	+
chr7	106773400	106776800	Mir326	+
chr7	120096600	120099800	Rassf10	+
chr7	123173200	123184800	Sox6	-
chr7	123173200	123184800	Sox6	-
chr7	125632600	125636400	Itpripl2	-
chr7	128534800	128537800	Hs3st2	+
chr7	131125200	131128600	Zkscan2	-
chr7	133224000	133227200	Gsg1l	-
chr7	135560200	135563400	Rgs10	-
chr7	138078600	138081400	Htra1	+
chr7	138683400	138702400	Hmx3	+
chr7	138683400	138702400	Hmx2	+
chr7	139787400	139794000	Nkx1-2	-
chr7	144499400	144516600	Ebf3	-
chr7	146766000	146772600	Nkx6-2	-
chr7	147232600	147237200	Msx3	-
chr7	149842800	149851800	Igf2	-
chr7	149842800	149851800	Igf2	-
chr7	149842800	149851800	Igf2as	+
chr7	149842800	149851800	Igf2	-
chr7	150630200	150633400	Cdkn1c	-
chr7	150644000	150648400	Cdkn1c	-
chr7	150687200	150689800	Phlda2	-
chr7	152022800	152026800	Fgf3	+
chr8	11310800	11315200	Col4a1	-
chr8	11310800	11315200	Col4a2	+
chr8	11475200	11481200	Rab20	-
chr8	12382400	12403600	Gm5607	+
chr8	12382400	12403600	Sox1	+
chr8	14094800	14098400	Dlgap2	+
chr8	17532000	17537000	Csmd1	-
chr8	24084000	24087000	Ank1	+
chr8	28086000	28092800	Zfp703	+
chr8	28195200	28199200	Gpr124	+
chr8	33992800	33996600	Gm3985	-
chr8	47375600	47384000	Helt	-
chr8	47823200	47828600	Irf2	+
chr8	48495000	48500400	Stox2	-
chr8	49927000	49931800	Odz3	-
chr8	59789600	59825600	Hand2	+
chr8	72607000	72613000	Hapln4	+
chr8	73010400	73020600	Tmem59l	-
chr8	73010400	73020600	Crlf1	+
chr8	79422200	79427400	Gm10649	-
chr8	79422200	79427400	Nr3c2	+
chr8	80957000	80963000	Pou4f2	-
chr8	87227000	87234200	Lyl1	+
chr8	87294400	87314000	Nfix	-
chr8	87320400	87327000	Nfix	-
chr8	89991200	89998400	Cbln1	-
chr8	89991200	89998400	Gm2694	+
chr8	94321000	94332400	Irx3	-
chr8	94879000	94891600	4933436C20Rik	-
chr8	94879000	94891600	Irx5	+
chr8	94983400	94986000	Irx5	+
chr8	105306400	105312200	Cdh11	-
chr8	107064000	107066600	Car7	+
chr8	107791400	107796600	Hsf4	+
chr8	122752000	122755000	Fam92b	-
chr8	123594800	123615000	Foxf1a	+
chr8	123636800	123654200	Foxc2	+
chr8	123636800	123654200	Foxl1	+
chr8	126123800	126126000	Rhou	+
chr8	126142200	126144000	Rhou	+
chr8	127315600	127319600	Trim67	+
chr9	21048000	21050600	S1pr5	-
chr9	24573600	24587200	Tbx20	-
chr9	31719000	31725000	Barx2	-
chr9	32346400	32358600	Fli1	-
chr9	36950200	36955800	Pknox2	-
chr9	36950200	36955800	Pknox2	-
chr9	37263000	37270200	Robo3	-
chr9	40679200	40688800	Bsx	+
chr9	44945400	44948200	Scn4b	+
chr9	48641000	48647400	Zbtb16	-
chr9	54611600	54615000	Crabp1	+
chr9	55386200	55396400	Isl2	+
chr9	56481200	56485200	Lingo1	-
chr9	56642800	56646200	Odf3l1	-
chr9	58043200	58053000	Islr2	-
chr9	58043200	58053000	Islr2	-
chr9	58043200	58053000	Islr2	-
chr9	58043200	58053000	Islr2	-
chr9	58043200	58053000	Islr2	-
chr9	58043200	58053000	1600029O15Rik	+
chr9	58043200	58053000	Islr2	-
chr9	58334000	58339000	6030419C18Rik	+
chr9	58669200	58673400	Hcn4	+
chr9	62979400	63000200	Skor1	-
chr9	62979400	63000200	Skor1	-
chr9	62979400	63000200	Skor1	-
chr9	63865800	63871800	Smad6	-
chr9	64232800	64236000	Megf11	+
chr9	66895200	66898400	Tpm1	-
chr9	69604200	69619200	Foxb1	-
chr9	71062400	71066400	Aldh1a2	+
chr9	74695400	74713600	Onecut1	+
chr9	78289200	78292400	E330016A19Rik	-
chr9	79565200	79568800	Col12a1	-
chr9	87621800	87636600	Tbx18	-
chr9	89773000	89779400	Rasgrf1	+
chr9	89801600	89807400	Rasgrf1	+
chr9	91245000	91266400	Zic1	-
chr9	91245000	91266400	Zic4	+
chr9	91269400	91284200	Zic4	+
chr9	95304600	95309200	Chst2	-
chr9	95458200	95462400	Paqr9	+
chr9	98851600	98867000	Foxl2os	-
chr9	98851600	98867000	Foxl2	+
chr9	99767400	99778800	Sox14	-
chr9	107300600	107304200	Cacna2d2	+
chr9	107608600	107613800	Sema3f	-
chr9	110643200	110648000	Pth1r	-
chr9	110643200	110648000	Pth1r	-
chr9	111213000	111217200	Trank1	+
chr9	118383800	118392000	Eomes	+
chr9	119486000	119489400	Scn5a	-
chr9	122476800	122483200	9530059O14Rik	+
chr10	9393800	9397000	Samd5	-
chr10	19072200	19083600	Olig3	+
chr10	19568000	19573000	Slc35d3	-
chr10	21992800	21995200	H60b	+
chr10	42291400	42316400	Nr2e1	-
chr10	42330600	42335400	Nr2e1	-
chr10	42348800	42358200	Ostm1	+
chr10	42739800	42743400	Sobp	-
chr10	42890600	42896200	Sobp	-
chr10	42890600	42896200	9030612E09Rik	+
chr10	43722400	43727000	Aim1	-
chr10	50611000	50625800	Sim1	+
chr10	51740200	51750200	Vgll2	+
chr10	58274600	58278000	Sh3rf3	+
chr10	60147600	60152200	Cdh23	-
chr10	60288000	60296000	Unc5b	-
chr10	61439600	61443000	Col13a1	-
chr10	66997000	67003200	Egr2	+
chr10	79949200	79970000	Onecut3	+
chr10	84217200	84224000	Rfx4	+
chr10	84849200	84852200	Btbd11	+
chr10	86948400	86959000	Ascl1	-
chr10	94404800	94409400	Plxnc1	-
chr10	114236600	114240600	Trhde	-
chr10	119910000	119916200	Hmga2	-
chr10	122700600	122703600	Fam19a2	+
chr10	126515000	126520000	Agap2	+
chr10	126958600	126974200	Shmt2	-
chr10	126958600	126974200	Nxph4	-
chr11	4645000	4648000	Cabp7	-
chr11	11013200	11017800	Vwc2	+
chr11	11935400	11939200	Grb10	-
chr11	18769600	18780000	Meis1	-
chr11	18907200	18922400	Meis1	-
chr11	21890400	21909600	Otx1	-
chr11	23973400	23983600	Bcl11a	+
chr11	23973400	23983600	Bcl11a	+
chr11	33093000	33106200	Tlx3	-
chr11	44424200	44436600	Ebf1	+
chr11	50414400	50418200	Adamts2	+
chr11	52576800	52580200	Fstl4	+
chr11	53291200	53294400	Ankrd43	-
chr11	57639800	57652200	Hand1	-
chr11	59100400	59105600	Wnt3a	-
chr11	63732000	63739800	Hs3st3b1	-
chr11	64248000	64251200	Hs3st3a1	+
chr11	64248000	64251200	F930015N05Rik	-
chr11	66337200	66341600	Shisa6	-
chr11	68197000	68205200	Ntn1	-
chr11	68212000	68215600	Ntn1	-
chr11	74978400	74987600	Hic1	-
chr11	74978400	74987600	Hic1	-
chr11	74978400	74987600	Mir212	+
chr11	74978400	74987600	Mir132	+
chr11	75006000	75009800	Rtn4rl1	+
chr11	75607800	75610800	Doc2b	-
chr11	76485400	76487600	Bhlha9	+
chr11	82199600	82205000	Tmem132e	+
chr11	82742200	82749000	Slfn5	+
chr11	83662400	83669800	Hnf1b	+
chr11	84326400	84344600	Aatf	-
chr11	84326400	84344600	Lhx1	-
chr11	85642000	85659200	Tbx2	+
chr11	85698800	85710200	Tbx4	+
chr11	89159600	89165400	Nog	-
chr11	92958400	92963000	Car10	+
chr11	94850400	94855400	Ppp1r9b	+
chr11	94870000	94873000	Samd14	+
chr11	94980600	94985400	Dlx3	+
chr11	95003200	95013200	Dlx4	-
chr11	96031400	96042000	Hoxb13	+
chr11	96059800	96067200	Hoxb13	+
chr11	96121800	96218600	Mir196a-1	+
chr11	96121800	96218600	Hoxb9	+
chr11	96121800	96218600	Hoxb8	+
chr11	96121800	96218600	Hoxb7	+
chr11	96121800	96218600	Hoxb6	+
chr11	96121800	96218600	Hoxb5	+
chr11	96121800	96218600	Mir10a	+
chr11	96121800	96218600	Hoxb4	+
chr11	96121800	96218600	Hoxb3	+
chr11	96121800	96218600	Hoxb3	+
chr11	96121800	96218600	Hoxb2	+
chr11	96878200	96884600	Sp6	+
chr11	96975200	96977600	Tbx21	-
chr11	97395200	97399400	Srcin1	-
chr11	98179400	98193200	Neurod2	-
chr11	98194400	98202600	Neurod2	-
chr11	98207600	98211800	Ppp1r1b	+
chr11	98405800	98409200	Ikzf3	-
chr11	101824200	101826600	Sost	-
chr11	102805600	102810800	C1ql1	-
chr11	103631800	103637200	Wnt3	+
chr11	103992600	103996400	Crhr1	+
chr11	104092000	104096400	Mapt	+
chr11	112640800	112648600	Sox9	+
chr11	113925400	113930200	Sdk2	-
chr11	114650400	114654600	Btbd17	-
chr11	114711600	114715400	Gprc5c	+
chr11	114711600	114715400	Gprc5c	+
chr11	114711600	114715400	Gprc5c	+
chr11	116392600	116396400	Sphk1	+
chr11	116392600	116396400	Sphk1	+
chr11	116392600	116396400	Sphk1	+
chr11	116392600	116396400	Sphk1	+
chr11	118429600	118433000	Engase	+
chr11	118767800	118772600	D11Bwg0517e	-
chr11	118894800	118921800	Cbx8	-
chr11	118941400	118954200	Cbx4	-
chr11	119406600	119413200	Nptx1	-
chr12	8303200	8310800	Gdf7	-
chr12	9576400	9593000	Osr1	+
chr12	50473400	50498000	Foxg1	+
chr12	50473400	50498000	Foxg1	+
chr12	50473400	50498000	3110039M20Rik	+
chr12	50499400	50504000	3110039M20Rik	+
chr12	54346200	54356800	Npas3	+
chr12	57619200	57643000	Nkx2-1	-
chr12	57619200	57643000	Nkx2-1	-
chr12	57711600	57717600	Nkx2-9	-
chr12	57788000	57803000	Pax9	+
chr12	58634800	58653600	Foxa1	-
chr12	59311600	59316800	Sstr1	+
chr12	68320800	68325000	Mdga2	-
chr12	74040000	74048800	Six6	+
chr12	74135200	74156200	Six1	-
chr12	81618000	81622200	Galntl1	+
chr12	81857200	81862400	Gm1568	-
chr12	84825400	84831200	Dpf3	-
chr12	86216000	86218600	D030025P21Rik	+
chr12	86216000	86218600	Ltbp2	-
chr12	86938800	86942200	Jdp2	+
chr12	87761800	87765600	Esrrb	+
chr12	96929200	96935400	Flrt2	+
chr12	105708200	105717200	Gsc	-
chr12	109153000	109156600	Bcl11b	-
chr12	110289200	110293400	Begain	-
chr12	110690400	110692800	Dlk1	+
chr12	110690400	110692800	Dlk1	+
chr12	111424600	111429000	Dio3os	-
chr12	111514400	111522000	Dio3os	-
chr12	111514400	111522000	Dio3	+
chr12	112511400	112515400	Amn	+
chr12	112679800	112686000	Tnfaip2	+
chr12	112722400	112726000	Gm266	-
chr12	120074400	120094600	Sp8	+
chr13	3357000	3361400	2810429I04Rik	+
chr13	31648400	31653200	Foxq1	+
chr13	31706200	31723600	Foxf2	+
chr13	31892200	31905200	Foxc1	+
chr13	36059400	36063000	Ppp1r3g	+
chr13	36814400	36829600	Nrn1	-
chr13	38435800	38440000	Bmp6	+
chr13	40797200	40815600	Tcfap2a	-
chr13	40817800	40841200	Tcfap2a	-
chr13	40817800	40841200	Tcfap2a	-
chr13	48751800	48769600	Barx1	+
chr13	53556400	53573000	Msx2	-
chr13	55925200	55940200	Pitx1	-
chr13	56321800	56326200	Neurog1	-
chr13	56350000	56363600	Neurog1	-
chr13	56853400	56856200	Smad5	+
chr13	69876200	69880200	Ube2ql1	-
chr13	72093600	72103000	Irx1	-
chr13	72760200	72778800	D430050G20	-
chr13	72760200	72778800	Irx2	+
chr13	73396800	73404000	Irx4	+
chr13	78332200	78351400	Nr2f1	-
chr13	95637800	95657200	Otp	+
chr13	97693800	97696200	Gcnt4	+
chr13	99121600	99140200	Foxd1	+
chr13	99159800	99163200	Foxd1	+
chr13	99270600	99277200	Tmem174	-
chr13	99341800	99344600	Tmem174	-
chr13	113775800	113790200	Ccno	+
chr13	113775800	113790200	Gm6320	+
chr13	115245800	115252000	Fst	-
chr13	117083000	117105400	Isl1	-
chr14	13170000	13181600	Fezf2	-
chr14	22800600	22815800	Zfp503	-
chr14	26276200	26282400	Zmiz1	+
chr14	29316600	29327600	Wnt5a	+
chr14	30532800	30538000	Cacna2d3	-
chr14	33273200	33279600	Slc18a3	-
chr14	33273200	33279600	Chat	-
chr14	33409800	33414600	Prrxl1	+
chr14	35630400	35637200	Grid1	+
chr14	40284600	40288400	Nrg3	-
chr14	47005000	47011400	Bmp4	-
chr14	49280200	49295400	Otx2	-
chr14	49280200	49295400	Otx2os1	+
chr14	58687800	58697200	Fgf9	+
chr14	60996400	60999000	Fam123a	+
